Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1961","1961","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1962","1962","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1963","1963","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1964","1964","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1965","1965","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1966","1966","m3","2703","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1967","1967","m3","2740","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1968","1968","m3","2778","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1969","1969","m3","2815","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1970","1970","m3","2854","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1971","1971","m3","2893","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1972","1972","m3","2932","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1973","1973","m3","2971","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1974","1974","m3","3010","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1975","1975","m3","3051","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1976","1976","m3","3091","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1977","1977","m3","3132","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1978","1978","m3","3173","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1979","1979","m3","3213","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1980","1980","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1981","1981","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1982","1982","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1983","1983","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1984","1984","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1985","1985","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1986","1986","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1987","1987","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1988","1988","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1989","1989","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1990","1990","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1991","1991","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1992","1992","m3","0","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1993","1993","m3","6000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1994","1994","m3","81000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1995","1995","m3","81000","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1996","1996","m3","37800","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1997","1997","m3","37800","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1998","1998","m3","1000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","1999","1999","m3","2000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2000","2000","m3","17000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2001","2001","m3","24000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2002","2002","m3","24000","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2003","2003","m3","23000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2004","2004","m3","24000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2005","2005","m3","14000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2006","2006","m3","23000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2007","2007","m3","15000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2008","2008","m3","15000","F","FAO estimate"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2009","2009","m3","24000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2010","2010","m3","21000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2011","2011","m3","41000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2012","2012","m3","17000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2013","2013","m3","29000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2014","2014","m3","36000","","Official data"
"FO","Forestry Production and Trade","9","Argentina","5516","Production","1627","Wood fuel, coniferous","2015","2015","m3","35000","","Official data"
